"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,0.144311159578335,0.14236641221374,0.142348237004726,0.143384223918575,0.143075245365322,0.142948018902217,0.142384587422755,0.146782988004362,0.137459105779716,0.143293347873501,0.142911668484188,0.137586332242821,0.138004362050164,0.143711377680843,0.14521992002908,0.136404943656852,0.113576881134133,0.146201381315885,0.143093420574337,0.135750636132316,0.142566339512904,0.143911304980007,0.134551072337332,0.153871319520174,0.142257360959651,0.135423482370047,0.140530716103235,0.143002544529262,0.138495092693566,0.0872773536895674,0.138749545619775,0.141675754271174,0.138458742275536,0.155288985823337,0.143820428934933,0.1453653217012,0.146892039258451,0.14051254089422,0.110577971646674,0.13309705561614,0.136859323882225,0.142784442021083,0.149600145401672,0.146401308615049,0.134060341693929,0.145710650672483,0.146201381315885,0.143275172664486,0.146165030897855
0.144311159578335,0,0.131352235550709,0.14058524173028,0.133006179571065,0.141639403853144,0.13765903307888,0.128371501272265,0.139967284623773,0.137549981824791,0.14051254089422,0.135478007997092,0.136368593238822,0.136186841148673,0.144820065430752,0.136532170119956,0.135423482370047,0.13580516175936,0.139113049800073,0.13869501999273,0.133333333333333,0.13954925481643,0.143038894947292,0.147382769901854,0.140039985459833,0.129934569247546,0.136913849509269,0.141748455107234,0.144729189385678,0.140112686295892,0.133296982915304,0.130661577608142,0.135986913849509,0.139131225009088,0.138549618320611,0.136950199927299,0.13309705561614,0.136895674300254,0.135096328607779,0.142657215557979,0.132351872046529,0.135587059251181,0.127644492911668,0.134823700472555,0.140857869865503,0.135587059251181,0.135568884042166,0.140258087968012,0.128753180661578,0.139640130861505
0.14236641221374,0.131352235550709,0,0.132424572882588,0.12928026172301,0.130534351145038,0.134623773173391,0.132806252271901,0.142984369320247,0.133460559796438,0.140330788804071,0.133115230825155,0.136713922210105,0.139731006906579,0.130552526354053,0.132388222464558,0.132969829153035,0.135041802980734,0.136695747001091,0.134732824427481,0.130334423845874,0.115721555797892,0.135641584878226,0.136750272628135,0.117957106506725,0.133460559796438,0.135241730279898,0.137513631406761,0.138513267902581,0.134114867320974,0.14251181388586,0.137131952017448,0.134551072337332,0.138386041439477,0.145728825881498,0.13387858960378,0.13295165394402,0.139076699382043,0.132460923300618,0.137531806615776,0.134078516902944,0.133696837513631,0.139531079607415,0.135859687386405,0.14058524173028,0.139331152308252,0.133751363140676,0.137350054525627,0.129843693202472,0.137095601599418
0.142348237004726,0.14058524173028,0.132424572882588,0,0.140130861504907,0.129062159214831,0.141221374045802,0.12453653217012,0.142239185750636,0.133933115230825,0.138931297709924,0.124591057797165,0.136604870956016,0.135677935296256,0.140167211922937,0.142111959287532,0.132733551435842,0.132188295165394,0.135641584878226,0.137113776808433,0.132897128316976,0.0977462740821519,0.143238822246456,0.121083242457288,0.143893129770992,0.137949836423119,0.131788440567067,0.138513267902581,0.128062522719011,0.122555434387495,0.139294801890222,0.142893493275173,0.140258087968012,0.134932751726645,0.144420210832425,0.141384950926936,0.138367866230462,0.139367502726281,0.141203198836787,0.141784805525264,0.125899672846238,0.134332969829153,0.139494729189386,0.146455834242094,0.130879680116321,0.143784078516903,0.138258814976372,0.141530352599055,0.135096328607779,0.133351508542348
0.143384223918575,0.133006179571065,0.12928026172301,0.140130861504907,0,0.132969829153035,0.138058887677208,0.123864049436569,0.143166121410396,0.132242820792439,0.134696474009451,0.136641221374046,0.137222828062523,0.129225736095965,0.128535078153399,0.136404943656852,0.132642675390767,0.129462013813159,0.137786259541985,0.128825881497637,0.136477644492912,0.135114503816794,0.131788440567067,0.135059978189749,0.132260996001454,0.13498727735369,0.136459469283897,0.140985096328608,0.135114503816794,0.132388222464558,0.134696474009451,0.13217011995638,0.130498000727008,0.132515448927663,0.148836786623046,0.133515085423482,0.12928026172301,0.130770628862232,0.133533260632497,0.135605234460196,0.132769901853871,0.136786623046165,0.133769538349691,0.140403489640131,0.142566339512904,0.132715376226827,0.138676844783715,0.132569974554707,0.131952017448201,0.137549981824791
0.143075245365322,0.141639403853144,0.130534351145038,0.129062159214831,0.132969829153035,0,0.13773173391494,0.124900036350418,0.142130134496547,0.134769174845511,0.140348964013086,0.13687749909124,0.137331879316612,0.132842602689931,0.127808069792803,0.134296619411123,0.13491457651763,0.13302435478008,0.116521264994547,0.124082151944747,0.136568520537986,0.13009814612868,0.131243184296619,0.135059978189749,0.137222828062523,0.142493638676845,0.135714285714286,0.144983642311887,0.130897855325336,0.13302435478008,0.141730279898219,0.137586332242821,0.121192293711378,0.137150127226463,0.153398764085787,0.135150854234824,0.134805525263541,0.138713195201745,0.122500908760451,0.137749909123955,0.133369683751363,0.141312250090876,0.142330061795711,0.136932024718284,0.130988731370411,0.138967648127953,0.143093420574337,0.139167575427117,0.135550708833152,0.138222464558342
0.142948018902217,0.13765903307888,0.134623773173391,0.141221374045802,0.138058887677208,0.13773173391494,0,0.135150854234824,0.1491457651763,0.138349691021447,0.133296982915304,0.138531443111596,0.134732824427481,0.136459469283897,0.139149400218103,0.136604870956016,0.138422391857506,0.136641221374046,0.131006906579426,0.138985823336968,0.128462377317339,0.140058160668848,0.141821155943293,0.136368593238822,0.130061795710651,0.130752453653217,0.136259541984733,0.139603780443475,0.139803707742639,0.135514358415122,0.14254816430389,0.130716103235187,0.138949472918939,0.137749909123955,0.139785532533624,0.124718284260269,0.12728098873137,0.137059251181389,0.134587422755362,0.14065794256634,0.137949836423119,0.133860414394766,0.134278444202108,0.141657579062159,0.139385677935296,0.138967648127953,0.14054889131225,0.126335877862595,0.131443111595783,0.140676117775354
0.142384587422755,0.128371501272265,0.132806252271901,0.12453653217012,0.123864049436569,0.124900036350418,0.135150854234824,0,0.142184660123591,0.138604143947655,0.141130498000727,0.14051254089422,0.137404580152672,0.126135950563431,0.135405307161032,0.130225372591785,0.130806979280262,0.135387131952017,0.129789167575427,0.123791348600509,0.139131225009088,0.129043984005816,0.127480916030534,0.138004362050164,0.141366775717921,0.127553616866594,0.132715376226827,0.142166484914577,0.135150854234824,0.129880043620502,0.135187204652853,0.139894583787714,0.138749545619775,0.130952380952381,0.138240639767357,0.118157033805889,0.130716103235187,0.142639040348964,0.136114140312614,0.137513631406761,0.127062886223192,0.131188658669575,0.133660487095602,0.129480189022174,0.139949109414758,0.139094874591058,0.126990185387132,0.139076699382043,0.128989458378771,0.138186114140313
0.146782988004362,0.139967284623773,0.142984369320247,0.142239185750636,0.143166121410396,0.142130134496547,0.1491457651763,0.142184660123591,0,0.138749545619775,0.134387495456198,0.140748818611414,0.145201744820065,0.144783715012723,0.138313340603417,0.144238458742276,0.135150854234824,0.143711377680843,0.140330788804071,0.143311523082515,0.138749545619775,0.145183569611051,0.143275172664486,0.144910941475827,0.145129043984006,0.142784442021083,0.14236641221374,0.141603053435115,0.127081061432206,0.13309705561614,0.140094511086878,0.144983642311887,0.15285350781534,0.142075608869502,0.147491821155943,0.139294801890222,0.142838967648128,0.144347509996365,0.130189022173755,0.139240276263177,0.141675754271174,0.147455470737913,0.142984369320247,0.135150854234824,0.145528898582334,0.144038531443112,0.13769538349691,0.144456561250454,0.139294801890222,0.140312613595056
0.137459105779716,0.137549981824791,0.133460559796438,0.133933115230825,0.132242820792439,0.134769174845511,0.138349691021447,0.138604143947655,0.138749545619775,0,0.134369320247183,0.132515448927663,0.138495092693566,0.132497273718648,0.138804071246819,0.132515448927663,0.13869501999273,0.129352962559069,0.138567793529626,0.135005452562704,0.125590694292984,0.129916394038531,0.134205743366049,0.135223555070883,0.132115594329335,0.141366775717921,0.12828062522719,0.140185387131952,0.126608505997819,0.131624863685932,0.123446019629226,0.131388585968739,0.143220647037441,0.137386404943657,0.151163213376954,0.131515812431843,0.110759723736823,0.132588149763722,0.14247546346783,0.134369320247183,0.131515812431843,0.134005816066885,0.13773173391494,0.13962195565249,0.140930570701563,0.136623046165031,0.139294801890222,0.136786623046165,0.129607415485278,0.137404580152672
