0.489466208,1.785306122,1.363795507,1.317664782,1.035009454
0.619310594,1.620408163,1.725579811,1.195960033,1.442840699
0.656910626,1.460408163,1.830344458,1.077870277,1.698112006
0.473446732,1.8,1.31916058,1.32850976,0.992962656
0.478628607,1.948571429,1.333598793,1.438164534,0.927292227
0.523640057,2.167517007,1.45901381,1.599759721,0.912020593
0.629271834,1.487346939,1.753334729,1.097752736,1.597203697
0.459379059,2.114285714,1.279963942,1.560471782,0.820241646
0.691362656,1.484693878,1.926337854,1.095794615,1.75793696
0.553475977,1.730612245,1.542145381,1.277297366,1.207350318
0.682436599,1.444897959,1.901467259,1.066422801,1.7830332
0.712161783,1.384489796,1.984290286,1.021837893,1.941883639
0.499819191,1.823673469,1.392641935,1.345982224,1.034665919
0.58970989,1.545306122,1.643103621,1.140530148,1.440649004
0.634620683,1.542040816,1.76823818,1.138120153,1.553648071
0.677299319,1.457959184,1.887153299,1.076062781,1.753757618
0.68757579,1.426938776,1.915786541,1.053167828,1.819070513
0.524307115,1.628401361,1.46087243,1.2018595,1.215510157
0.479000597,1.991020408,1.334635266,1.469494469,0.908227485
0.449632076,2.116734694,1.252806006,1.562279278,0.801909123
0.623234049,1.534693878,1.7365117,1.132697664,1.533076085
0.507683326,1.808979592,1.414553709,1.335137246,1.059481872
0.501797076,1.746122449,1.3981529,1.288744842,1.08489505
0.647956539,1.502040816,1.805395761,1.108597714,1.628540037
0.43288872,1.817142857,1.206154137,1.341162234,0.899335
0.52725492,1.928979592,1.469085875,1.423704564,1.031875511
0.528548035,1.835034014,1.472688868,1.354366998,1.087363226
0.546234015,1.742857143,1.521967164,1.286334847,1.183181166
0.511079467,1.595918367,1.424016349,1.177885071,1.208960351
0.588999034,1.689795918,1.641122969,1.247172428,1.31587496
0.553452946,1.6,1.542081211,1.180897564,1.305855188
0.540703099,1.614795918,1.50655642,1.191817854,1.264082775
0.533578769,1.808163265,1.486705959,1.334534748,1.114025664
0.6867208,1.39755102,1.913404291,1.031477873,1.855012446
0.643109485,1.566530612,1.791890456,1.156195115,1.549816663
0.514406244,1.790204082,1.433285717,1.321279775,1.084770799
0.522225461,1.731428571,1.455072336,1.277899864,1.13864347
0.487828964,2.119047619,1.359233671,1.563986358,0.869082818
0.531623614,2.085106383,1.481258328,1.538935656,0.962521287
0.562467406,1.627755102,1.567198123,1.201382522,1.304495524
0.491353081,1.662040816,1.369052887,1.22668747,1.116056795
0.52436113,1.676734694,1.461022932,1.237532448,1.180593636
0.656335547,1.456326531,1.828742122,1.074857783,1.701380546
